No,Project Name,URL,Author/Team,Likes,Bookmarks,Accessible,Status,Description,IsWinner,AwardName,AwardComment,IsFinalPitch,TechStacks,Tags,ContentSummary
11,たべぶい,https://zenn.dev/articles/79518edd9ed12e/edit,チーム: ものたの,0,0,True,200,肉好き必見！牛・豚・鳥の各部位を食べた記録を管理し、制覇率をゲーミフィケーションで楽しめるWebアプリです。最大の特徴は、Gemini APIを活用した「Agent食べ歩きコンシェルジュ」機能。ユーザーの未制覇部位を分析し、その部位が食べられる最適なお店を自動推薦します。React + FastAPI + MySQLで構築し、Google OAuth認証で手軽にログイン。写真付きで食べた部位を記録しながら、AIが次の食べ歩き先を提案してくれる、肉愛好家のための革新的なアプリケーションです。,False,,,False,,,
12,detection-game,https://zenn.dev/megane_otoko/articles/94_ai_agent_hackathon_3rd,個人,1,1,True,200,"物体検出とゲームを組み合わせたスマホアプリ(Androidのみ)
カメラで撮影して獲得したポイントで友だちと競い合おう！
Cloud Vision APIによる物体検出結果を元にスコアを算出。
30秒以内に撮影しよう、ただし同じような画像を何度撮影してもスコアは獲得できないぞ！
いろんなものを撮影できるところでポイントを稼ごう！
ただし勝手に人や人のものを撮影するのはやめましょう。",False,,,False,"[""Flutter"", ""Android"", ""Google Cloud Vision API"", ""Cloud Functions for Firebase"", ""Google Secret Manager"", ""Firebase App Check"", ""Google Play Console"", ""GitHub Actions"", ""Firebase Test Lab"", ""YouTube""]","[""モバイルアプリ"", ""ゲーム開発"", ""物体検出"", ""画像認識"", ""クラウドサービス""]",スマートフォンのカメラで撮影した画像を物体検出し、結果に応じてポイントを獲得できるAndroid向けゲームアプリ。Cloud Vision APIを用いてスコアを算出し、短時間で多様な物体を撮影することで友人と競い合う体験を提供する。
13,Homefit Studio,https://zenn.dev/ruki_kuri_sun/articles/865667be266367,チーム: チームZ世代,7,2,True,200,"「今日、何を着ていこう…」
そんな悩みを解決するのがHomefit Studioです。

手持ちの服と自分の写真を登録し、「週末の公園デート」「取引先との会食」などシーンを入力するだけで、AIがTPOに合った最適なコーデを提案。動画で“自分が着ている姿”を確認できるので、現実味のある体験感を得られます。

服選びにかかる時間と労力を減らし、自信を持って出かけられる、新しいファッション体験型ソリューションを提供します。",False,,,False,"[""Next.js"", ""React"", ""TypeScript"", ""OpenAI GPT-4"", ""Stable Diffusion"", ""ControlNet"", ""AWS S3"", ""AWS Lambda"", ""Firebase Authentication"", ""Vercel""]","[""ファッション"", ""生成AI"", ""画像生成"", ""動画生成"", ""UI/UX"", ""ライフスタイル""]",Homefit Studioは、ユーザーが持っている服と自身の写真をもとに、入力したTPO（時間・場所・目的）に最適なコーディネートをAIが提案し、実際に自分が着用しているイメージを画像や動画で確認できる体験を提供するアプリです。服選びにかかる時間と労力を減らし、自信を持って外出できることを目指しています。
14,物体検出ゲーム,https://zenn.dev/megane_otoko/articles/94_ai_agent_hackathon_3rd,個人,1,1,True,200,"物体検出とゲームを組み合わせたスマホアプリ(Androidのみ)
カメラで撮影して獲得したポイントで友だちと競い合おう！
Cloud Vision APIによる物体検出結果を元にスコアを算出。
30秒以内に撮影しよう、ただし同じような画像を何度撮影してもスコアは獲得できないぞ！
いろんなものを撮影できるところでポイントを稼ごう！
ただし勝手に人や人のものを撮影するのはやめましょう。",False,,,False,"[""Flutter"", ""Android"", ""Google Cloud Vision API"", ""Firebase Cloud Functions"", ""Firebase App Check"", ""Google Secret Manager"", ""Google Play Console"", ""Firebase Test Lab"", ""GitHub Actions"", ""YouTube""]","[""モバイルアプリ"", ""物体検出"", ""画像認識"", ""ゲーム開発"", ""Firebase""]",カメラで撮影した画像をもとに物体検出を行い、検出結果に応じてポイントを獲得するAndroid向けゲームアプリ。Cloud Vision APIを使った検出精度と、30秒制限や重複防止といったルールにより、友だちと競いながら楽しめる設計になっている。
15,Reliable Eats,https://zenn.dev/serge/articles/61a0e06ee54d5c,個人,4,3,True,200,「Reliable Eats」は、サクラレビューに惑わされず本当に信頼できる飲食店を探せるAI Webアプリです。4つの専門エージェントが並列処理で候補選定・レビュー検証・店舗信頼性確認・総合判定を行い、ユーザーに安心して選べるTOP5を提示します。Google CloudのVertex AI（Gemini 2.5）とWeb Groundingを活用し、最新の口コミや店舗情報をリアルタイムに収集。検索モードと調査モードを備え、直感的なUIで結果を可視化。外食選びの「失敗」を減らす次世代のレストラン検索体験を提供します。,False,,,False,"[""Flutter Web"", ""Material Design 3"", ""Python FastAPI"", ""Google Cloud Run"", ""Firebase Hosting"", ""Vertex AI"", ""Gemini 2.5 Flash"", ""Gemini 2.5 Pro"", ""Web Grounding"", ""Streaming Response""]","[""マルチエージェント"", ""レビュー分析"", ""飲食店検索"", ""Webアプリ"", ""生成AI""]",Reliable Eatsは、複数のグルメサイトやWeb情報をAIエージェントが並列に調査・分析し、サクラレビューに惑わされない信頼性の高い飲食店評価を提供するWebアプリです。検索モードと調査モードを備え、本当に良い店選びを支援します。
16,Genba Insight,https://zenn.dev/ossy/articles/a2846dcdfde18e,個人,1,0,True,200,"プロジェクト概要
- 背景: オンラインでは Google Analytics のように行動計測が容易だが、店舗では入店数や滞留程度に留まり「どの棚で何をしたか」の解像度が低い。
- 目的: ユーザーの棚前での行動を簡単に可視化し、セッション単位で分析・要約する。
- アプローチ:
  - Webカメラのみで動作。ブラウザで姿勢/手のランドマークを推定し、ジェスチャをイベント化。
  - 必要時のみ静止画を取得して、分析完了後はインメモリ上の画像を即時破棄し、プライバシとコストを両立。
  - 行動ログと分析結果はBigQuery 連携。",False,,,False,"[""MediaPipe Pose"", ""MediaPipe Hands"", ""Google Gemini 2.5 Flash"", ""Flask"", ""Google Cloud Run"", ""BigQuery"", ""Looker Studio"", ""Tableau"", ""Webカメラ"", ""ブラウザ内AI推論"", ""Edge AI""]","[""リテールテック"", ""行動分析"", ""エッジAI"", ""コンピュータビジョン"", ""データ分析"", ""マーケティング""]",Genba Insightは、WebカメラとPCだけで店舗内の顧客行動を高解像度に分析するアプリです。姿勢推定により商品への接触や関心行動を自動検知し、セッション単位でGeminiが要約・数値化。低コストかつプライバシー配慮型で、リアル店舗の改善に役立つインサイトを提供します。
17,Qualia Portal,https://zenn.dev/ishikr/articles/8f7fbdec085f5c,個人,1,2,True,200,「Qualia Portal」は、AIの力で「記録と記憶の断絶を越える」新しい映像体験です。1枚の写真から、その場の空気感や胸の高鳴りといった「主観的な感覚（クオリア）」をAIが読み解き、エモーショナルな映像として翻訳。時間や空間の軸をずらした複数の世界をもとに再構築することで、あなたの写真が、見る人と感動を共有する「記憶の入り口」に変わります。AIが人と人の深い共感を可能にする、新しいコミュニケーションを提案します。,False,,,False,"[""Gemini 2.5 Flash Image (Nano Banana)"", ""Veo3"", ""Google Gemini"", ""動画生成AI"", ""画像生成AI"", ""AIエージェント連携"", ""自動プロンプト生成"", ""マルチモーダルAI"", ""映像合成パイプライン""]","[""生成AI"", ""映像表現"", ""クオリア"", ""アート×テクノロジー"", ""クリエイティブAI""]",Qualia Portalは、1枚の写真から撮影者の主観的感覚（クオリア）をAIで翻訳・可視化し、記録と記憶の間にある心象風景を映像体験として再構築するプロジェクトです。画像生成と動画生成AIを組み合わせ、言語化できない感覚を共有可能な表現へと昇華します。
18,VoiceSketchAI,https://zenn.dev/mikkikimasutaro/articles/0e30affc535c1d,個人,0,0,True,200,"発話を入力としてAIが絵を生成し、元の音声と合成した動画を作成するアプリを開発しました。
このアプリを使えば、声をいつものカメラ録画とは一味違った、視覚的にユニークな形で記録できます。
例えば、話し始めたばかりの愛らしい子どもの声を、その声に反応して生まれるAIアートと組み合わせることで、いつまでも心に残る特別な思い出として記録できます。
また、大人が使えば、面白い画像生成を狙ったり、アート的な表現を楽しんだりするなど、無限の創造性を発揮できます。
このアプリは、単なる音声記録ツールではなく、声とAIアートが融合した新しい形の表現メディアです。誰もが簡単に、そして楽しく、自分の声をユニークなアート作品に変えることができます。",False,,,False,"[""React"", ""TypeScript"", ""Firebase Hosting"", ""Firebase Functions"", ""Firebase Storage"", ""Firebase AI Logic"", ""Imagen 4"", ""Google Speech-to-Text"", ""Progressive Web App (PWA)"", ""Gemini CLI"", ""Google Veo""]","[""音声認識"", ""画像生成AI"", ""動画生成"", ""Firebase"", ""子育て"", ""クリエイティブAI""]",VoiceSketchAIは、録音した声を文字起こしし、その内容からAIで絵を生成し、音声と合成した動画として残せるWebアプリです。子どもの声を思い出として保存しつつ、大人も楽しめる創造的な体験を提供します。
19,DreamGenie,https://zenn.dev/satoru_ishida/articles/mainarticlefile,チーム: ポストイーロンマスク,1,0,True,200,DreamGenieは、目標達成を支援するAIアシスタントです。ユーザーが「やりたいこと」と「期限」を入力するだけで、AIが達成までのステップを自動設計し、日々の予定に落とし込みます。予定変更も自然言語で伝えるだけで再調整可能。Flutter WebとGCP Cloud Run上のFastAPIで構築され、Gemini APIと連携して柔軟なスケジュール管理を実現。資格取得や習慣化など、計画立案に悩む人々の「夢の設計士」として寄り添うツールです,False,,,False,"[""Flutter Web"", ""FastAPI"", ""Python"", ""Google Cloud Run"", ""Docker"", ""Gemini API"", ""Firestore"", ""Firebase Authentication"", ""GitHub Actions"", ""Artifact Registry"", ""Google Cloud Platform""]","[""目標達成支援"", ""タスク管理"", ""スケジュール管理"", ""AIアシスタント"", ""生産性向上""]",DreamGenieは、ユーザーが入力した目標と期限をもとに、AIが達成までの計画を自動生成・調整するWebアプリです。自然言語による予定変更やガントチャート表示を通じ、計画倒れを防ぎながら継続的な目標達成を支援します。
20,日記AI,https://zenn.dev/boy6/articles/6a7c3b1bbaec4f,個人,3,1,True,200,"日記AI- 高齢者向け音声日記アプリ
高齢者の方でも簡単に使える音声日記アプリです。話すだけで日記を記録でき、AIが感情や健康状態を自動分析します。家族との安全な共有機能により、離れていても安心を提供できます。
大きなボタンとシンプルな画面設計で、手が不自由な方でも直感的に操作可能。プッシュ通知で家族に高齢者の状況を伝え、早期の健康変化を発見できます。
現在、Stripe決済システムの審査対応中で、正式リリースに向けて準備を進めています。高齢者の孤独感軽減と家族の安心をテクノロジーの力で実現する、社会課題解決型のWebアプリケーションです。",False,,,False,"[""React 18"", ""TypeScript"", ""Tailwind CSS"", ""Framer Motion"", ""React Router"", ""Supabase"", ""Supabase Edge Functions"", ""PostgreSQL"", ""Google Gemini AI"", ""Web Speech API"", ""Firebase Cloud Messaging"", ""Stripe"", ""Vercel""]","[""音声アプリ"", ""高齢者支援"", ""ヘルスケア"", ""感情分析"", ""見守りサービス""]",AI Voice Journalは、高齢者向けに設計された音声入力型の日記アプリで、話すだけで記録が残せる。AIによる感情・健康状態の分析や家族への共有機能を通じて、孤独感の軽減や体調変化の早期発見を支援し、家族の安心を実現する。
21,Facthub(ファクトハブ),https://zenn.dev/enostech/articles/73010d80d02883,個人,5,0,True,200,"データ分析の真のボトルネックは「示唆に富んだレポート作成」です。LLMは便利ですが、曖昧な指示から意思決定を促すレポートまでは作りません。「FactHub」は、この課題を解決する""理想のデータアナリスト""AIエージェントです。分析設計から最終レポートまでを自律的に一気通貫で実行。専門家でなくとも、データを組織の武器に変え、データに基づく意思決定の総量を飛躍的に向上させます。",False,,,False,"[""Gemini 2.5 Flash Image"", ""BigQuery"", ""SQL"", ""CSV"", ""Google Cloud Platform"", ""メール通知システム"", ""WebフォームUI"", ""データプロファイリング""]","[""AIエージェント"", ""データ分析"", ""業務効率化"", ""意思決定支援"", ""レポート自動化""]",FactHubは、分析設計からデータ抽出、集計、示唆出し、レポート作成までを自律的に実行するAIデータアナリストエージェントです。曖昧な目的とデータから意思決定に使える高品質な分析レポートを自動生成し、組織のデータ活用を加速させます。
22,魔法の天秤 with Gemini,https://zenn.dev/beavers_hive/articles/bde66a38b4b978,個人,19,13,True,200,日常にあふれる「目玉焼きは醤油派かソース派？」「犬派か猫派？」といったどうでもいい論争を、本気のディベートに変える装置が「魔法の天秤」です。参加者は魔法使いビーバーの声に導かれ、交互に主張を述べます。その内容はLLMによって司会・採点され、論理性や根拠の有無など多角的に評価されます。結果はモーター制御によって物理的な天秤の揺れとして可視化され、言葉が現実を動かす瞬間を体験できます。遊びながら論理的思考を鍛え、笑いと驚きを共有できる新感覚のディベートゲームです。,True,優秀賞,すぐに遊んでみたいと思いました。 「人間には聞きにくいことも、AIになら気軽に聞ける」という特性を、うまく「遊び」に昇華させた発想が素晴らしく、そこから生まれる遊び方は無限大だと感じます。 これは広く普及すると思いますので、ぜひ今後のさらなる発展を期待しています。,True,"[""Google Gemini"", ""MCP"", ""Bluetooth Low Energy"", ""STT（音声認識）"", ""LLMプロンプト制御"", ""BLDCモーター"", ""フルカラーLED"", ""3Dプリンター"", ""アルミ筐体加工"", ""YouTube""]","[""AIエージェント"", ""ディベート"", ""ハードウェア連携"", ""エンタメ"", ""教育"", ""LLM活用""]",魔法の天秤は、LLMとハードウェアを融合したディベート体験装置です。Geminiが司会と審判を務め、参加者の音声発言を評価し、その結果をBLE経由で制御された天秤の動きとして可視化します。日常的な議題を遊びながら論理的思考力を鍛えられるエンタメ性の高いAIプロダクトです。
23,CogniTerms,https://zenn.dev/cogniterms_adm/articles/86cddd95c21e1a,個人,,,False,HTTP 403,"あなたは、利用中のAIサービスの利用規約を理解しようと読み込んだことはありますか？
AIサービスの利用においては、入力した自身のコンテンツの帰属が奪われたり、入力した情報が意図しない形で使われたりするなど、非常に大きなリスクが潜んでいるにも関わらず、サービスプロバイダとユーザーの間には、規約の理解に必要な知識や、理解に費やせるコストの非対称性が存在しており、ユーザーは不利な立場に置かれています。
CogniTermsは、この非対称性を解消するためのAIエージェントWebアプリです。あなたに合ったペルソナを選択し、理解したい利用規約を入力するだけで、様々な観点でのリスクレベルを可視化できます。",False,,,False,,,
24,Auto Draft Maker,https://zenn.dev/sonoken/articles/0e75ad989c8d91,チーム: そのだとよしだ,2,0,True,200,"Auto Draft Makerは、ビジネスパーソンが抱えるメール処理の負担を劇的に軽減するAIエージェントです。Gmailと連携してワンクリックで高品質な返信下書きを自動生成することで、日本全体で年間約63兆円にも及ぶメール未処理によって生まれる経済損失を限りなく減らします。

未返信メールを自動抽出し、ワンクリックでAIが文脈を理解し、適切な返信案を瞬時に作成します。ボタンを選ぶだけのシンプルな操作で、メール作成時の心理的・時間的コストをゼロに近づけます。

これにより、定型的なコミュニケーションから解放された時間を、新製品開発や顧客との対話、戦略策定といった創造的で人間的な活動に再配分でき、個人の生産性向上と企業の競争力強化を実現します。",False,,,False,"[""Vue.js 3"", ""Composition API"", ""Tailwind CSS"", ""Pinia"", ""Vue Router"", ""Vite"", ""Google Agent Development Kit"", ""Cloud Run"", ""Gmail API"", ""Firebase Hosting"", ""Firebase Authentication"", ""GitHub Actions"", ""OAuth 2.0""]","[""業務効率化"", ""メール自動化"", ""AIエージェント"", ""生産性向上"", ""Webアプリケーション""]",Auto Draft Makerは、Gmailと連携して未返信メールを検出し、AIが文脈を理解した返信用下書きを自動生成するAIエージェントです。メール作成に伴う心理的・時間的コストを削減し、企業や個人の生産性向上と機会損失の低減を目指します。
25,MindEcho ~AIと対話しながらつける日記~,https://zenn.dev/666giru/articles/04fef6731d041c,チーム: MindEcho,6,5,True,200,MindEchoは、AIと対話しながら音声入力で日記をつけられるアプリです。日記を書くことで感情や出来事を整理し、ストレス軽減や自己成長を実感できますが、手作業の継続が面倒、思考整理が難しいという課題を解決します。Speech-to-Textで音声入力をテキスト化し、Vertex AIで共感的なインタビュー形式の対話を展開。最後にAIが要約を作成します。Firebase Hosting、Cloud Run、Cloud Firestoreを活用し、ユーザーごとの履歴管理を実現。感情分析に基づく適応型質問で自然な会話を提供し、リアルタイムフィードバックで使いやすさを向上。日常の心の整理を手助けするツールとして、忙しい人や不安を抱える人に最適です。,False,,,False,"[""Firebase Hosting"", ""Cloud Run"", ""Cloud Firestore"", ""Vertex AI"", ""Google Cloud Speech-to-Text"", ""Google Cloud Platform"", ""YouTube""]","[""AIエージェント"", ""日記アプリ"", ""音声入力"", ""メンタルヘルス"", ""チャットボット"", ""ハッカソン""]",MindEchoは、AIと音声対話しながら日記をつけられるアプリです。音声入力で手軽に記録し、Vertex AIによる共感的なチャット形式の質問と自動要約で思考や感情を整理し、継続しやすい日記体験を提供します。
